,,QueueLength,TimeStamp
6.08634E+11,1284404,,
6.0866E+11,1283384,,
6.08661E+11,1282836,,
6.08707E+11,1283264,,
6.08804E+11,1284918,,
6.08828E+11,1283340,,
6.08874E+11,1284949,,
6.08932E+11,1282893,,
6.08942E+11,1283559,,
6.0901E+11,1281922,,
6.09054E+11,1284781,,
6.09097E+11,1285979,,
6.09141E+11,1284055,,
6.09142E+11,1283088,,
6.09156E+11,1286235,,
6.09171E+11,1284977,,
6.09199E+11,1285400,,
6.092E+11,1285439,,
6.09223E+11,1283600,,
6.09233E+11,1284395,,
6.09329E+11,1283195,,
6.09354E+11,1282720,,
6.09407E+11,1282423,,
6.09414E+11,1283872,,
6.09458E+11,1285401,41116586,6.10051E+11
6.09489E+11,1284096,,
6.09557E+11,1287940,,
6.09634E+11,1286237,,
6.09639E+11,1284895,,
6.09667E+11,1283930,,
6.09668E+11,1283348,,
6.09711E+11,1283840,,
6.09809E+11,1285381,,
6.09834E+11,1283889,,
6.09881E+11,1285388,,
6.09937E+11,1283399,,
6.09952E+11,1284028,,
6.10014E+11,1282445,,
6.10059E+11,1285290,,
6.10101E+11,1286523,,
6.10145E+11,1284622,,
6.10149E+11,1283628,,
6.10163E+11,1286761,,
6.10179E+11,1285419,,
6.10205E+11,1285982,,
6.10207E+11,1285961,,
6.10232E+11,1284096,,
6.10238E+11,1284877,,
6.10333E+11,1283688,,
6.10358E+11,1283262,,
6.10415E+11,1282958,,
6.10423E+11,1284398,,
6.10463E+11,1285916,,
6.10496E+11,1284625,,
6.10564E+11,1287571,,
6.10642E+11,1286792,,
6.10643E+11,1285389,41127341,6.112E+11
6.10675E+11,1284478,,
6.10676E+11,1283901,,
6.10715E+11,1284334,,
6.10814E+11,1285976,,
6.1084E+11,1284427,,
6.10889E+11,1285989,,
6.10942E+11,1284064,,
6.10961E+11,1284624,,
6.11017E+11,1282975,,
6.11063E+11,1285781,,
6.11105E+11,1287021,,
6.11149E+11,1285212,,
6.11157E+11,1284183,,
6.11171E+11,1287235,,
6.11186E+11,1285964,,
6.1121E+11,1286516,,
6.11215E+11,1286573,,
6.11239E+11,1284625,,
6.11243E+11,1285404,,
6.11337E+11,1284218,,
6.11363E+11,1283811,,
6.11423E+11,1283470,,
6.1143E+11,1284886,,
6.11467E+11,1286425,,
6.11502E+11,1285213,,
6.11572E+11,1287192,,
6.11647E+11,1285944,,
6.11649E+11,1287254,,
6.11682E+11,1284447,,
6.11683E+11,1284977,,
6.11723E+11,1284833,,
6.11818E+11,1286449,41147014,6.12356E+11
6.11844E+11,1284925,,
6.11897E+11,1286497,,
6.11946E+11,1284591,,
6.11969E+11,1285200,,
6.12022E+11,1283516,,
6.1207E+11,1286296,,
6.1211E+11,1287526,,
6.12154E+11,1285656,,
6.12166E+11,1284691,,
6.12178E+11,1287644,,
6.12195E+11,1286566,,
6.12215E+11,1287019,,
6.12223E+11,1287041,,
6.12246E+11,1285212,,
6.12247E+11,1285920,,
6.12341E+11,1284779,,
6.12368E+11,1284286,,
6.1243E+11,1284012,,
6.12438E+11,1285392,,
6.12472E+11,1286991,,
6.12509E+11,1285666,,
6.1258E+11,1286776,,
6.12654E+11,1286439,,
6.12655E+11,1287668,,
6.1269E+11,1284954,,
6.12691E+11,1285420,,
6.12728E+11,1285410,,
6.12822E+11,1287004,,
6.12848E+11,1285378,,
6.12905E+11,1287017,,
6.1295E+11,1285073,,
6.12988E+11,1285649,41163744,6.13509E+11
6.13026E+11,1283998,,
6.13075E+11,1286844,,
6.13116E+11,1287935,,
6.13159E+11,1286159,,
6.13172E+11,1285239,,
6.13185E+11,1288062,,
6.13202E+11,1287034,,
6.1322E+11,1287528,,
6.1323E+11,1287537,,
6.13252E+11,1286426,,
6.13253E+11,1285668,,
6.13346E+11,1285282,,
6.13373E+11,1284819,,
6.13439E+11,1284647,,
6.13445E+11,1285939,,
6.13477E+11,1287436,,
6.13516E+11,1286186,,
6.13586E+11,1286253,,
6.13659E+11,1286997,,
6.13663E+11,1288043,,
6.13697E+11,1285394,,
6.13699E+11,1285965,,
6.13732E+11,1285868,,
6.13826E+11,1287488,,
6.13853E+11,1285988,,
6.13912E+11,1287528,,
6.13954E+11,1285590,,
6.13996E+11,1286156,,
6.1403E+11,1284646,,
6.1408E+11,1287308,,
6.14121E+11,1288132,,
6.14163E+11,1286689,41180478,6.14657E+11
6.1418E+11,1285723,,
6.14193E+11,1288217,,
6.1421E+11,1287535,,
6.14224E+11,1287931,,
6.14238E+11,1287997,,
6.14257E+11,1286994,,
6.14262E+11,1286187,,
6.1435E+11,1285770,,
6.14378E+11,1285386,,
6.14447E+11,1285147,,
6.14452E+11,1286439,,
6.14481E+11,1287853,,
6.14525E+11,1286726,,
6.14593E+11,1285640,,
6.14664E+11,1287467,,
6.1467E+11,1288218,,
6.14703E+11,1285989,,
6.14707E+11,1286566,,
6.14736E+11,1286400,,
6.14831E+11,1287871,,
6.14859E+11,1286458,,
6.14919E+11,1287927,,
6.14958E+11,1286046,,
6.15015E+11,1286704,,
6.15034E+11,1285154,,
6.15085E+11,1287730,,
6.15125E+11,1288161,,
6.15168E+11,1287140,,
6.15188E+11,1286241,,
6.152E+11,1288185,,
6.15217E+11,1287987,,
6.1523E+11,1288133,41192760,6.15797E+11
6.15245E+11,1288170,,
6.15261E+11,1287440,,
6.15269E+11,1286727,,
6.15354E+11,1286285,,
6.15383E+11,1285830,,
6.15454E+11,1285585,,
6.15458E+11,1286998,,
6.15485E+11,1288126,,
6.15532E+11,1287166,,
6.15601E+11,1285066,,
6.15668E+11,1287861,,
6.15679E+11,1288188,,
6.15712E+11,1286506,,
6.15715E+11,1287034,,
6.15741E+11,1286948,,
6.15837E+11,1288135,,
6.15864E+11,1287008,,
6.15927E+11,1288131,,
6.15963E+11,1286571,,
6.16023E+11,1287147,,
6.16038E+11,1285593,,
6.1609E+11,1288064,,
6.16129E+11,1288021,,
6.16172E+11,1287654,,
6.16196E+11,1286794,,
6.16208E+11,1288095,,
6.16225E+11,1288160,,
6.16235E+11,1288161,,
6.16252E+11,1288140,,
6.16267E+11,1287856,,
6.16277E+11,1287167,,
6.16359E+11,1286832,41197515,6.16949E+11
6.16388E+11,1286385,,
6.16462E+11,1286128,,
6.16465E+11,1287466,,
6.1649E+11,1288100,,
6.16539E+11,1287625,,
6.16607E+11,1284367,,
6.16673E+11,1288135,,
6.16686E+11,1288062,,
6.16718E+11,1287018,,
6.16722E+11,1287535,,
6.16747E+11,1287387,,
6.16842E+11,1288122,,
6.16868E+11,1287501,,
6.16935E+11,1288161,,
6.16968E+11,1287155,,
6.17033E+11,1287643,,
6.17042E+11,1286139,,
6.17095E+11,1288159,,
6.17133E+11,1287836,,
6.17176E+11,1288067,,
6.17202E+11,1287251,,
6.17215E+11,1287801,,
6.17232E+11,1288144,,
6.1724E+11,1288016,,
6.1726E+11,1288053,,
6.17271E+11,1288128,,
6.17285E+11,1287627,,
6.17364E+11,1287303,,
6.17393E+11,1286900,,
6.1747E+11,1286609,,
6.17473E+11,1287860,,
6.17494E+11,1288076,41201397,6.181E+11
6.17547E+11,1288085,,
6.17614E+11,1283592,,
6.17678E+11,1288113,,
6.17693E+11,1287793,,
6.17726E+11,1287527,,
6.1773E+11,1287987,,
6.17752E+11,1287831,,
6.17845E+11,1288029,,
6.17873E+11,1287885,,
6.17942E+11,1288018,,
6.17973E+11,1287613,,
6.1804E+11,1288076,,
6.18047E+11,1286623,,
6.181E+11,1288162,,
6.18138E+11,1287541,,
6.18181E+11,1288223,,
6.1821E+11,1287670,,
6.18222E+11,1287378,,
6.18239E+11,1288048,,
6.18244E+11,1287838,,
6.18267E+11,1287787,,
6.18276E+11,1288103,,
6.18292E+11,1288086,,
6.18369E+11,1287730,,
6.18398E+11,1287373,,
6.18477E+11,1287140,,
6.18481E+11,1288136,,
6.18499E+11,1287927,,
6.18554E+11,1288208,,
6.18621E+11,1282743,,
6.18683E+11,1288056,,
6.187E+11,1287374,41204669,6.1925E+11
6.18734E+11,1287933,,
6.18738E+11,1288161,,
6.18757E+11,1288090,,
6.1885E+11,1287898,,
6.18878E+11,1288130,,
6.18949E+11,1287833,,
6.18977E+11,1288021,,
6.19047E+11,1288207,,
6.19052E+11,1287135,,
6.19104E+11,1288027,,
6.19141E+11,1287080,,
6.19186E+11,1288227,,
6.19217E+11,1288040,,
6.1923E+11,1286888,,
6.19246E+11,1287789,,
6.19249E+11,1287543,,
6.19274E+11,1287466,,
6.1928E+11,1288076,,
6.19301E+11,1288210,,
6.19375E+11,1288055,,
6.19402E+11,1287802,,
6.19484E+11,1287654,,
6.19489E+11,1288116,,
6.19504E+11,1287566,,
6.19562E+11,1288230,,
6.19628E+11,1281910,,
6.19687E+11,1287913,,
6.19708E+11,1286884,,
6.19742E+11,1288132,,
6.19745E+11,1288145,,
6.19761E+11,1288134,,
6.19854E+11,1287563,41199387,6.20406E+11
6.19882E+11,1288133,,
6.19957E+11,1287536,,
6.19982E+11,1288259,,
6.20054E+11,1288233,,
6.20056E+11,1287660,,
6.20109E+11,1287727,,
6.20146E+11,1286640,,
6.20224E+11,1288217,,
6.20239E+11,1286280,,
6.20244E+11,1288113,,
6.20253E+11,1287084,,
6.20255E+11,1287481,,
6.20281E+11,1287076,,
6.20285E+11,1287926,,
6.20309E+11,1288230,,
6.20379E+11,1288164,,
6.20406E+11,1288076,,
6.20491E+11,1288035,,
6.20496E+11,1288046,,
6.20508E+11,1287171,,
6.20569E+11,1288110,,
6.20635E+11,1281008,,
6.20692E+11,1287558,,
6.20716E+11,1286296,,
6.20749E+11,1288161,,
6.20752E+11,1288048,,
6.20766E+11,1288093,,
6.20858E+11,1287123,,
6.20887E+11,1288025,,
6.20965E+11,1287079,,
6.20987E+11,1288236,,
6.21059E+11,1288035,41188733,6.21561E+11
6.21088E+11,1288113,,
6.21114E+11,1287352,,
6.2115E+11,1286142,,
6.21231E+11,1288187,,
6.21247E+11,1285650,,
6.21249E+11,1287819,,
6.21258E+11,1286643,,
6.21263E+11,1287081,,
6.21289E+11,1286585,,
6.2129E+11,1287564,,
6.21317E+11,1288106,,
6.21383E+11,1288168,,
6.21412E+11,1288146,,
6.21499E+11,1288238,,
6.21505E+11,1287901,,
6.21515E+11,1286756,,
6.21577E+11,1287816,,
6.21642E+11,1280061,,
6.21696E+11,1287144,,
6.21724E+11,1285640,,
6.21756E+11,1288019,,
6.21759E+11,1287789,,
6.21774E+11,1287938,,
6.21864E+11,1286703,,
6.21891E+11,1287890,,
6.21972E+11,1286627,,
6.21992E+11,1288073,,
6.22064E+11,1288239,,
6.22096E+11,1287818,,
6.22118E+11,1286882,,
6.22154E+11,1285608,,
6.22237E+11,1288062,41173408,6.2271E+11
6.22253E+11,1287383,,
6.22255E+11,1285198,,
6.22263E+11,1286143,,
6.22271E+11,1286594,,
6.22295E+11,1287165,,
6.22297E+11,1286047,,
6.22324E+11,1287817,,
6.22388E+11,1288033,,
6.22416E+11,1288111,,
6.22506E+11,1288262,,
6.22512E+11,1287561,,
6.22519E+11,1286250,,
6.22584E+11,1287382,,
6.22649E+11,1279096,,
6.227E+11,1286731,,
6.22731E+11,1285158,,
6.22764E+11,1287824,,
6.22766E+11,1287484,,
6.22778E+11,1287608,,
6.22868E+11,1286206,,
6.22895E+11,1287562,,
6.22979E+11,1286123,,
6.22996E+11,1287784,,
6.23069E+11,1288263,,
6.23103E+11,1287383,,
6.23122E+11,1286304,,
6.23159E+11,1285015,,
6.23245E+11,1287792,,
6.23258E+11,1286866,,
6.23262E+11,1284592,,
6.23267E+11,1285609,,
6.23279E+11,1286065,41156721,6.23848E+11
6.233E+11,1286752,,
6.23304E+11,1285552,,
6.2333E+11,1287383,,
6.23392E+11,1287749,,
6.2342E+11,1287944,,
6.23513E+11,1288113,,
6.2352E+11,1287122,,
6.23524E+11,1285635,,
6.23592E+11,1286870,,
6.23657E+11,1277999,,
6.23704E+11,1286231,,
6.23739E+11,1284575,,
6.23774E+11,1287080,,
6.23774E+11,1287527,,
6.23783E+11,1287217,,
6.23872E+11,1285635,,
6.239E+11,1287109,,
6.23986E+11,1285595,,
6.23999E+11,1287360,,
6.24073E+11,1288111,,
6.2411E+11,1286870,,
6.24127E+11,1285665,,
6.24163E+11,1284350,,
6.24252E+11,1287374,,
6.24262E+11,1286263,,
6.2427E+11,1283908,,
6.24272E+11,1285016,,
6.24286E+11,1285568,,
6.24304E+11,1286245,,
6.24312E+11,1284968,,
6.24336E+11,1286870,,
6.24396E+11,1287349,41141285,6.24999E+11
6.24427E+11,1287654,,
6.24521E+11,1287803,,
6.24528E+11,1286698,,
6.24528E+11,1285057,,
6.24599E+11,1286260,,
6.24664E+11,1276951,,
6.24709E+11,1285634,,
6.24749E+11,1283884,,
6.24782E+11,1286593,,
6.24784E+11,1287081,,
6.24788E+11,1286832,,
6.24876E+11,1285029,,
6.24904E+11,1286689,,
6.24994E+11,1285009,,
6.25004E+11,1286925,,
6.25078E+11,1287800,,
6.25117E+11,1286256,,
6.25131E+11,1285045,,
6.25168E+11,1283552,,
6.2526E+11,1286884,,
6.25267E+11,1285776,,
6.25276E+11,1284350,,
6.25278E+11,1283114,,
6.25294E+11,1284981,,
6.2531E+11,1285636,,
6.25319E+11,1284317,,
6.25344E+11,1286256,,
6.254E+11,1286889,,
6.25431E+11,1287251,,
6.25528E+11,1287358,,
6.25533E+11,1284372,,
6.25536E+11,1286200,41106317,6.26151E+11
6.25606E+11,1285747,,
6.25672E+11,1275907,,
6.25714E+11,1285042,,
6.25756E+11,1283074,,
6.25791E+11,1286621,,
6.25791E+11,1286065,,
6.25793E+11,1286253,,
6.2588E+11,1284369,,
6.25908E+11,1286197,,
6.26E+11,1284334,,
6.26009E+11,1286502,,
6.26082E+11,1287352,,
6.26125E+11,1285753,,
6.26136E+11,1284516,,
6.26172E+11,1282653,,
6.26268E+11,1286296,,
6.26271E+11,1285271,,
6.26282E+11,1283553,,
6.26286E+11,1282230,,
6.263E+11,1284315,,
6.26315E+11,1285054,,
6.26325E+11,1283527,,
6.26351E+11,1285742,,
6.26404E+11,1286309,,
6.26435E+11,1286865,,
6.26535E+11,1286848,,
6.26537E+11,1283587,,
6.26544E+11,1285636,,
6.26613E+11,1285267,,
6.2668E+11,1274861,,
6.26719E+11,1284371,,
6.26763E+11,1282189,41091032,6.27302E+11
6.26798E+11,1285658,,
6.26798E+11,1285567,,
6.26799E+11,1286108,,
6.26889E+11,1283579,,
6.26912E+11,1285636,,
6.27008E+11,1283551,,
6.27014E+11,1285957,,
6.27086E+11,1286859,,
6.27131E+11,1285268,,
6.27141E+11,1283837,,
6.27176E+11,1281731,,
6.27275E+11,1285639,,
6.27276E+11,1284651,,
6.27287E+11,1282652,,
6.27293E+11,1281325,,
6.27308E+11,1283535,,
6.27319E+11,1284373,,
6.27332E+11,1282590,,
6.2736E+11,1285264,,
6.27408E+11,1285656,,
6.2744E+11,1286261,,
6.27541E+11,1282729,,
6.27543E+11,1286377,,
6.27551E+11,1285021,,
6.27619E+11,1284630,,
6.27686E+11,1273857,,
6.27724E+11,1283581,,
6.27773E+11,1281302,,
6.27803E+11,1285082,,
6.27806E+11,1284980,,
6.27807E+11,1285587,,
6.27894E+11,1282686,41063693,6.28454E+11
6.27917E+11,1285022,,
6.28016E+11,1282642,,
6.28019E+11,1285388,,
6.28092E+11,1286406,,
6.28139E+11,1284630,,
6.28145E+11,1283006,,
6.2818E+11,1280891,,
6.2828E+11,1283992,,
6.28281E+11,1285158,,
6.28292E+11,1281729,,
6.283E+11,1280422,,
6.28315E+11,1282595,,
6.28323E+11,1283588,,
6.28339E+11,1281678,,
6.28367E+11,1284626,,
6.28415E+11,1285058,,
6.28444E+11,1285683,,
6.28545E+11,1281904,,
6.2855E+11,1285894,,
6.28558E+11,1284364,,
6.28627E+11,1283982,,
6.28694E+11,1272829,,
6.28728E+11,1282702,,
6.2878E+11,1280386,,
6.28807E+11,1284354,,
6.28813E+11,1284316,,
6.28814E+11,1285009,,
6.28898E+11,1281824,,
6.28921E+11,1284365,,
6.29023E+11,1281718,,
6.29025E+11,1284846,,
6.29097E+11,1285894,41034627,6.29609E+11
6.29146E+11,1283984,,
6.29149E+11,1282141,,
6.29184E+11,1279955,,
6.29284E+11,1283234,,
6.29288E+11,1284575,,
6.29296E+11,1280888,,
6.29308E+11,1279378,,
6.29322E+11,1281688,,
6.29327E+11,1282721,,
6.29346E+11,1280747,,
6.29373E+11,1283981,,
6.29419E+11,1284530,,
6.29448E+11,1285072,,
6.29549E+11,1281007,,
6.29558E+11,1285326,,
6.29576E+11,1283572,,
6.29633E+11,1283191,,
6.29701E+11,1271781,,
6.29732E+11,1281872,,
6.29787E+11,1279349,,
6.29811E+11,1283620,,
6.2982E+11,1283535,,
6.29821E+11,1284326,,
6.29903E+11,1280964,,
6.29925E+11,1283576,,
6.30029E+11,1280817,,
6.30035E+11,1284218,,
6.30102E+11,1285350,,
6.30153E+11,1281244,,
6.30164E+11,1283176,,
6.30189E+11,1278915,,
6.30289E+11,1282331,40999120,6.3076E+11
6.30295E+11,1283888,,
6.30302E+11,1279951,,
6.30315E+11,1278335,,
6.3033E+11,1280751,,
6.30332E+11,1281896,,
6.30353E+11,1279815,,
6.3038E+11,1283184,,
6.30424E+11,1283851,,
6.30452E+11,1284354,,
6.30554E+11,1280061,,
6.30566E+11,1284715,,
6.30595E+11,1282664,,
6.30641E+11,1282307,,
6.30707E+11,1270709,,
6.30736E+11,1280993,,
6.30794E+11,1278306,,
6.30815E+11,1282848,,
6.30827E+11,1282596,,
6.30829E+11,1283552,,
6.30906E+11,1280003,,
6.30929E+11,1282680,,
6.31036E+11,1279908,,
6.31039E+11,1283445,,
6.31108E+11,1284731,,
6.31157E+11,1280337,,
6.31172E+11,1282299,,
6.31193E+11,1277935,,
6.31293E+11,1281432,,
6.31307E+11,1278911,,
6.31308E+11,1283074,,
6.31322E+11,1277258,,
6.31336E+11,1279835,40967038,6.31897E+11
6.31336E+11,1281003,,
6.3136E+11,1278799,,
6.31387E+11,1282302,,
6.31428E+11,1283018,,
6.31457E+11,1283705,,
6.31558E+11,1279098,,
6.31572E+11,1284105,,
6.31602E+11,1281740,,
6.31647E+11,1281394,,
6.31714E+11,1269662,,
6.3174E+11,1280030,,
6.31802E+11,1277234,,
6.31823E+11,1281965,,
6.31835E+11,1281687,,
6.31836E+11,1282634,,
6.3191E+11,1279020,,
6.31933E+11,1281808,,
6.32044E+11,1282528,,
6.32046E+11,1278868,,
6.32112E+11,1284144,,
6.32161E+11,1279301,,
6.32179E+11,1281383,,
6.32197E+11,1276866,,
6.32298E+11,1280526,,
6.3231E+11,1277927,,
6.32314E+11,1282189,,
6.32329E+11,1276245,,
6.32341E+11,1280053,,
6.32344E+11,1278810,,
6.32367E+11,1277769,,
6.32394E+11,1281390,,
6.32432E+11,1282161,40941065,6.33047E+11
6.32462E+11,1282898,,
6.32563E+11,1278004,,
6.32579E+11,1283325,,
6.32609E+11,1280913,,
6.32654E+11,1280484,,
6.32721E+11,1268626,,
6.32744E+11,1279068,,
6.32809E+11,1276209,,
6.32827E+11,1281043,,
6.32842E+11,1280751,,
6.32843E+11,1281711,,
6.32914E+11,1277978,,
6.32937E+11,1280957,,
6.33049E+11,1281568,,
6.33055E+11,1277859,,
6.33117E+11,1283348,,
6.33164E+11,1278246,,
6.33186E+11,1280472,,
6.33201E+11,1275811,,
6.33302E+11,1279483,,
6.33318E+11,1276863,,
6.33322E+11,1281303,,
6.33335E+11,1275210,,
6.33344E+11,1279093,,
6.33351E+11,1277783,,
6.33375E+11,1276776,,
6.33401E+11,1280480,,
6.33436E+11,1281263,,
6.33466E+11,1282004,,
6.33567E+11,1276961,,
6.33587E+11,1282414,,
6.33617E+11,1279970,40887774,6.34201E+11
6.3366E+11,1279466,,
6.33731E+11,1267626,,
6.33749E+11,1277988,,
6.33815E+11,1275188,,
6.33831E+11,1280182,,
6.33849E+11,1279837,,
6.33851E+11,1280792,,
6.33918E+11,1276919,,
6.33941E+11,1279995,,
6.34052E+11,1280650,,
6.34062E+11,1276843,,
6.34121E+11,1282446,,
6.3417E+11,1277212,,
6.34194E+11,1279460,,
6.34205E+11,1274769,,
6.34305E+11,1278411,,
6.34321E+11,1275805,,
6.34329E+11,1280385,,
6.34342E+11,1274113,,
6.34348E+11,1278000,,
6.34358E+11,1276790,,
6.34382E+11,1275725,,
6.34407E+11,1279464,,
6.34439E+11,1280351,,
6.3447E+11,1281104,,
6.34572E+11,1275921,,
6.34594E+11,1281529,,
6.34635E+11,1278915,,
6.34668E+11,1278370,,
6.34738E+11,1266609,,
6.34756E+11,1276939,,
6.34822E+11,1274103,40861817,6.35351E+11
6.34835E+11,1279125,,
6.34856E+11,1278812,,
6.34859E+11,1279892,,
6.34922E+11,1275867,,
6.34945E+11,1279002,,
6.35056E+11,1279669,,
6.35069E+11,1275760,,
6.35126E+11,1281550,,
6.35173E+11,1276161,,
6.35201E+11,1278368,,
6.3521E+11,1273720,,
6.35309E+11,1277402,,
6.35325E+11,1274747,,
6.35336E+11,1279353,,
6.35348E+11,1273081,,
6.35353E+11,1276959,,
6.35364E+11,1275735,,
6.35389E+11,1274637,,
6.35414E+11,1278370,,
6.35443E+11,1279320,,
6.35473E+11,1280237,,
6.35576E+11,1274875,,
6.35601E+11,1280571,,
6.35643E+11,1277932,,
6.35674E+11,1277351,,
6.35745E+11,1265583,,
6.3576E+11,1275893,,
6.3583E+11,1273029,,
6.35838E+11,1278070,,
6.35864E+11,1277784,,
6.35866E+11,1278859,,
6.35925E+11,1274840,40823060,6.36502E+11
6.3595E+11,1277978,,
6.36059E+11,1278617,,
6.36076E+11,1274720,,
6.3613E+11,1280578,,
6.36177E+11,1275158,,
6.36208E+11,1277343,,
6.36213E+11,1272730,,
6.36313E+11,1276350,,
6.36336E+11,1273702,,
6.36343E+11,1278309,,
6.36356E+11,1272108,,
6.36356E+11,1275916,,
6.36371E+11,1274646,,
6.36403E+11,1273615,,
6.36421E+11,1277348,,
6.36448E+11,1278268,,
6.36478E+11,1279161,,
6.3658E+11,1273875,,
6.36608E+11,1279534,,
6.36651E+11,1276862,,
6.36681E+11,1276332,,
6.36752E+11,1264493,,
6.36764E+11,1274853,,
6.36837E+11,1272058,,
6.36845E+11,1277027,,
6.36871E+11,1276789,,
6.36873E+11,1277847,,
6.36928E+11,1273818,,
6.36953E+11,1276914,,
6.37063E+11,1277607,,
6.37084E+11,1273664,,
6.37134E+11,1279577,40785274,6.37656E+11
6.37181E+11,1274086,,
6.37215E+11,1276322,,
6.37217E+11,1271716,,
6.37317E+11,1275281,,
6.3735E+11,1277239,,
6.37351E+11,1272688,,
6.37361E+11,1274871,,
6.37363E+11,1271056,,
6.37378E+11,1273644,,
6.3741E+11,1272539,,
6.37428E+11,1276328,,
6.37452E+11,1277219,,
6.37487E+11,1278122,,
6.37584E+11,1272850,,
6.37615E+11,1278511,,
6.37657E+11,1275795,,
6.37689E+11,1275235,,
6.37759E+11,1263457,,
6.37769E+11,1273845,,
6.37844E+11,1271018,,
6.37848E+11,1275994,,
6.37879E+11,1275735,,
6.3788E+11,1276832,,
6.37932E+11,1272806,,
6.37957E+11,1275857,,
6.38068E+11,1276589,,
6.3809E+11,1272630,,
6.38139E+11,1278548,,
6.38185E+11,1273009,,
6.38221E+11,1270647,,
6.38223E+11,1275228,,
6.3832E+11,1274278,40746395,6.38807E+11
6.38356E+11,1271692,,
6.38358E+11,1276213,,
6.38366E+11,1273871,,
6.3837E+11,1270057,,
6.38386E+11,1272557,,
6.38416E+11,1271528,,
6.38435E+11,1275233,,
6.38456E+11,1276183,,
6.38491E+11,1277074,,
6.38588E+11,1271798,,
6.38621E+11,1277476,,
6.38673E+11,1274737,,
6.38696E+11,1274183,,
6.38767E+11,1262326,,
6.38773E+11,1272826,,
6.38851E+11,1270004,,
6.38853E+11,1274963,,
6.38886E+11,1274646,,
6.38888E+11,1275753,,
6.38936E+11,1271759,,
6.38961E+11,1274831,,
6.39072E+11,1275587,,
6.39097E+11,1271637,,
6.39142E+11,1277494,,
6.39192E+11,1272009,,
6.39225E+11,1269580,,
6.39241E+11,1274161,,
6.39325E+11,1273280,,
6.3936E+11,1270623,,
6.39365E+11,1275192,,
6.3937E+11,1272844,,
6.39377E+11,1268989,40702410,6.39945E+11
6.39393E+11,1271556,,
6.39423E+11,1270541,,
6.39441E+11,1274180,,
6.3946E+11,1275175,,
6.39497E+11,1276036,,
6.39593E+11,1270729,,
6.39629E+11,1276395,,
6.3968E+11,1273685,,
6.39702E+11,1273221,,
6.39774E+11,1261152,,
6.39777E+11,1271780,,
6.39858E+11,1273930,,
6.39858E+11,1268964,,
6.39893E+11,1273640,,
6.39895E+11,1274704,,
6.39939E+11,1270694,,
6.39965E+11,1273797,,
6.40077E+11,1274552,,
6.40103E+11,1270607,,
6.40147E+11,1276461,,
6.40195E+11,1270998,,
6.4023E+11,1268565,,
6.40249E+11,1273180,,
6.40328E+11,1272264,,
6.40364E+11,1269558,,
6.40372E+11,1274104,,
6.40374E+11,1271796,,
6.40384E+11,1267903,,
6.404E+11,1270563,,
6.4043E+11,1269479,,
6.40449E+11,1273212,,
6.40463E+11,1274096,40677828,6.41093E+11
6.40501E+11,1275011,,
6.40597E+11,1269694,,
6.40636E+11,1275374,,
6.40686E+11,1272684,,
6.40709E+11,1272171,,
6.4078E+11,1259970,,
6.40781E+11,1270710,,
6.40862E+11,1272906,,
6.40865E+11,1267900,,
6.409E+11,1272557,,
6.40902E+11,1273662,,
6.40944E+11,1269644,,
6.4097E+11,1272794,,
6.41081E+11,1273488,,
6.4111E+11,1269528,,
6.41151E+11,1275470,,
6.412E+11,1269974,,
6.41235E+11,1267509,,
6.41256E+11,1272148,,
6.41333E+11,1271225,,
6.41368E+11,1268536,,
6.41378E+11,1270727,,
6.41379E+11,1273033,,
6.41391E+11,1266880,,
6.41406E+11,1269487,,
6.41437E+11,1268403,,
6.41456E+11,1272168,,
6.41468E+11,1273021,,
6.41505E+11,1273993,,
6.416E+11,1268673,,
6.41643E+11,1274392,,
6.41693E+11,1271685,40621856,6.42249E+11
6.41716E+11,1271171,,
6.41784E+11,1269665,,
6.41787E+11,1258875,,
6.41868E+11,1271839,,
6.41872E+11,1266813,,
6.41907E+11,1271556,,
6.41909E+11,1272613,,
6.41949E+11,1268612,,
6.41975E+11,1271750,,
6.42085E+11,1272439,,
6.42117E+11,1268476,,
6.42155E+11,1274447,,
6.42204E+11,1268957,,
6.42239E+11,1266527,,
6.42262E+11,1271135,,
6.42337E+11,1270145,,
6.42375E+11,1267476,,
6.42382E+11,1269690,,
6.42385E+11,1272062,,
6.42398E+11,1265861,,
6.42413E+11,1268417,,
6.42444E+11,1267394,,
6.42464E+11,1271168,,
6.42473E+11,1272042,,
6.42508E+11,1272934,,
6.42604E+11,1267673,,
6.42652E+11,1273352,,
6.427E+11,1270614,,
6.42722E+11,1270116,,
6.42789E+11,1268626,,
6.42794E+11,1257726,,
6.42873E+11,1270774,40596061,6.43399E+11
6.42879E+11,1265823,,
6.42914E+11,1270561,,
6.42917E+11,1271623,,
6.42953E+11,1267620,,
6.42978E+11,1270685,,
6.4309E+11,1271402,,
6.43124E+11,1267459,,
6.4316E+11,1273422,,
6.43208E+11,1267895,,
6.43243E+11,1265496,,
6.43269E+11,1270097,,
6.43341E+11,1269091,,
6.43379E+11,1266503,,
6.43387E+11,1268658,,
6.43393E+11,1271018,,
6.43405E+11,1264824,,
6.43428E+11,1267411,,
6.43451E+11,1266345,,
6.4347E+11,1270110,,
6.43477E+11,1271013,,
6.43512E+11,1271863,,
6.43608E+11,1266658,,
6.43659E+11,1272318,,
6.43716E+11,1269543,,
6.43728E+11,1269035,,
